Customer ID,Product ID,Order ID,Order Quantity,Review Rating,Payment Method,Subscription Status,Shipping Type,Discount,Date
wl2wn00nqqhp0ki6k0leqcakqrvro3p8,c7c49d4057493a0f4acc1d169a19a6d5,tpeg0nhhy2n9nnxw6bavxwpivfg3inxp,10,4.9,PayPal,Yes,Store Pickup,4.26%,2021-09-10
cupcuklspuxlmtvtqosymzxuffhkyyka,7e05a9595edc7e27c384873ddcf2bf31,uxrll2elnzyar4eqwngyp42uwj9lyegz,1,3.3,Bank Transfer,Yes,Next Day Air,8.56%,2021-09-30
ns1ijs4c8aknbtcf6psnl1ggs2u8ifrj,fcde17872991aba2ecd1ab4b77df2a68,hienqqwnwzjmfendennwno7wppnhxblt,17,3.4,Bank Transfer,Yes,Free Shipping,5.52%,2021-09-13
roxarwthqkzvk3usslyutpfaxgu9awiy,ba6fed3fd84944782f5d7f6e6ee7f630,m3hpsjakhapxlgkmwq4xnhzv7mtyte0b,17,4.3,Debit Card,Yes,Express,23.45%,2021-09-25
wcm6vjfhsrx5tfuuq7lvbrbbue5ztmt4,7010fac121d15c14b2140772113c4f5a,r7ccmzrcduxqrqwzkbrkzqiwwvpoomge,16,2.8,Debit Card,Yes,Store Pickup,9.99%,2021-09-09
hr0mpv8b7uh8lapmtqeaqpqldb4pbkp9,9ba26b43016cba318f40cccb1a816d47,e9kd1voqmvoyb28nqesyilasrt7awsk0,5,3.6,Credit Card,No,2-Day Shipping,0.72%,2021-09-22
wsx1ysp6iqizc1btorqag6mb6q0lzojv,cda1a975f31d901e2dc7901a75e5b917,tim1v8p0g1e9f6qwc7hojsyh4kylqkqu,18,3.4,Venmo,No,2-Day Shipping,16.07%,2021-09-08
wexvhlbbn4wktkalkfz3lgtnzhrymgmk,99c411680717730f4fe2583797a83443,inpreohnedrcctiutsfldjqsep6pkwym,1,4.6,PayPal,No,Store Pickup,2.94%,2021-09-21
dnl1zyujlydwxuzpt0nnbeozjc0wirsj,be85c8189606d7a0d6aa1f9c2aa82d65,b4zcuqxenuwzpddzmacw1gihaeyu3okw,14,4.3,Cash,Ye,2-Day Shipping,2.7%,2021-09-13
sxf6aiwzah0o3fq9nqmsdtjeqvfvnsqo,f283a3b4ac25c042c92d5e43cb2dbb39,fos7vnn4stey4mxazwaiwug34cx0svee,15,3.5,PayPal,,Express,12.38%,2021-09-11
fz28fi4ysvyczp5l6jbydhqufdbzydbv,7371f7d4dd18c3dd9ddd091417c10603,ch77etm5a7mnhuemtfoxummiqa061spu,11,2.5,Venmo,Yes,Next Day Air,10.82%,2021-09-17
by6tujctra8xqj6x0fenm4u4ukzwends,65d7607ac0435eda7b13a053a4e50595,z52natslqm0hs9timtpzyqteperfbmbh,13,3.8,PayPal,Y,Standard,16.62%,2021-09-08
ziivb5cfurih0ob3mpamd8enfs0cf2e4,64404fba38a40bafbb1df290568ac2ef,sriksryiqap5ro1bvpagmd74vqsrzc9e,5,4.1,Venmo,No,Free Shipping,7.89%,2021-09-30
qccpfh8oluhivgfmvpqihfjlgfz1gvr9,8636a90d68d24c44934ef2ea51702f18,dnhtxzzhr3rsatixcteqyknzykeacs56,7,3.4,Debit Card,No,Store Pickup,20.19%,2021-09-14
7wu0g4vthfdaxv6ithf0t7mnlyghnfez,5a1e1fd94fab54182094914b2ff745e5,o9kn1os3vdgc3s929xnl8e7gu8bwcrmp,6,3.9,Venmo,No,Next Day Air,81.53%,2021-09-12
bzrctpwyvywl3slcjlvhzdgd1uc58lst,31d6bf290f84cf8974767aae76d2433d,odgvsolqj8pfrwby2zvvduk9elylu8on,13,3.6,PayPal,No,Next Day Air,12.52%,2021-09-17
yqbnk6ewf4xnvzyeycdnifyh8gzyzqoq,2a032d122f2636fd80d8453faac3e2e5,tcqt0el6c93xw1wxpkgofyhoblozx5uq,5,2.5,Bank Transfer,Yes,Free Shipping,18.11%,2021-09-22
nqbxo6qgffcxxl8df1vwi7hjdf05uid9,06c31e94c1f5a53e75bdb88c8340c7cd,6e9a8hbaohxdfpifhg24fwvpetyghscd,5,3.1,Bank Transfer,Y,2-Day Shipping,17.31%,2021-09-21
wetrv4y6vzezmkvt1zddgnuqvkebpnpk,367d0fbddb6dc169ade91720c2211e78,qztibzi6go8srhvpcuc3hvzezw6igv06,4,3.6,PayPal,Y,Express,20.11%,2021-09-05
fsxhkg3bwdamjyqi7tgc7kq5efjqfeur,77a050e730f3789d0c811da31cf1b957,7leys8d6obkadh9d0rqwosi87cd3cxdh,4,2.7,Credit Card,No,Next Day Air,24.27%,2021-09-12
lexgne1wtdppseqvoyqf4yu5kgfvugae,ec06b02c00fe74ec76db05bd41a661c8,qq8afitdibgkkbf1irxmemrn1hplzylb,6,3.6,PayPal,Yes,Standard,8.78%,2021-09-04
rqmuwzrbkxh6ut7rkzcrn46ryygtbfru,5f7e7946360edbef2c260007d301c3c4,tlvdpkk1pvmw4ezpxrooarxrw0nbeak3,9,3.4,Credit Card,no,Store Pickup,12.3%,2021-09-22
37tnhwitysomr6nj5pevtxnunsgy2xsg,c62c072df8696f933918d2fe26861cf7,1h4vad4z5zk7rylax7uaiydx8zxp4bdp,4,2.9,Credit Card,No,Free Shipping,19.25%,2021-09-29
uz9citsckxujvpqvvybzxphvrdpinaz2,af232e5b47f46d412f8228f149ba7771,puzeddruv8npv6ypqjr1ncyy8feuhypz,14,2.7,Bank Transfer,No,2-Day Shipping,23.28%,2021-09-14
d050kf19zy23mk01wrsw64rt1w0d8v0u,5c1770f9f941465c855cd68bff508c83,gd0csui7rztnbp9f2idi35vxwaqzjoa7,7,4.2,Credit Card,no,Express,18.27%,2021-09-17
uujdlevaj2fhfm5etelhgvusn2ocrenx,8dcbe9a1c390a87d6c14676c7de3fcf1,p1u067rtgsewgcdyrvly0jkmqdtgsrfh,8,3.3,Bank Transfer,no,Standard,9.23%,2021-09-15
yaxgov54zjc55twqje1j4ep1tgs98efe,163262282fb1784047bd7244a58bc2b0,qi0vgbstjvlkzvmrr1wffucfiyim5w52,8,4.8,Bank Transfer,Yes,Store Pickup,21.68%,2021-09-08
ngnsr9zpz7rotuvfivlztmmbyfymvazo,dcadd2b07a1b4ceb1464d32eccf54d11,zf0dckxm5thyoeyk12hb8iviy2jsfufm,6,4.5,Debit Card,No,Express,14.23%,2021-09-17
e9ofajiattmtrgcsuf5helm1b39ptsas,5da2649a110f28451a9f5c371fe9b5ef,bapweuqylf0nmpqgo35m5ancr5u904ye,11,4.3,PayPal,Yes,Free Shipping,9.98%,2021-09-07
nr3ymul9jukjdroqbcoaogvsjbs0glzc,5634715f0fe5c7846a98404451412ca0,vrwqh5wuij6pzjtugw0uosysedc9ahnq,8,2.6,Credit Card,Yes,,10.67%,2021-09-08
5jvsn8dd40abkspjbcgoeqbz05jafybo,00cdfa11df7f5d8bbbc54aadd32e768a,3hqtv6qziqked2mlvhuz04plsozfnxig,18,3.3,Debit Card,No,2-Day Shipping,12.0%,2021-09-15
ruk1sgreoizukuotnxjeyklb892tejbb,687ed17a3d2b8b8c8e8cc9ec763955c5,sibujwnbpcfbfzo0je4fhmbyuqfhxgtk,8,3.8,Cash,No,Express,9.62%,2021-09-26
yqz1uiuqi9dj2lvtiisvmrub6ikq693m,88b796e1eab8ffd6a66702d49ce4b909,lrg48fpkrjxxtondmzcbncta25aag5rf,8,3.5,Credit Card,Yes,2-Day Shipping,17.72%,2021-09-10
0idqkna1wvfl0yusif8r4b3sjurqpare,875a5a1374880f0c30bce7429ff4e411,weyepd3n9ovrtyypglzwuhvlt1qiycyn,12,3.2,Venmo,Yes,Standard,15.44%,2021-09-29
9wazu9htgrcxnc1w9uircsj897ku4j3l,c59ca5ebebc20fada333b978335bb5d0,ybrkc2xed6tk8ds7uwejqddcfoytluxj,4,4.4,Cash,No,Store Pickup,7.38%,2021-09-02
nnme5gwchndszmlxflhxd7q2yv2ahcrj,b78731ccfbf4bf78608b41549a476eb3,r5yp46muhfd3bkh5fuhazagsgw5c5tpn,14,4.8,Debit Card,Yes,Express,15.7%,2021-09-03
mbyt60iluqqspcwqotj3byttgrdbsmmj,c44027b760765203ee14a77b5d87be68,fc6guwzuahh72pwhgagiuxvfuvznsimu,3,2.6,Venmo,Yes,Standard,19.0%,2021-09-15
cl9bribbgsgxncttckwksapsep3kgurc,60c0a9f851415826db7227e21a9b0a83,fy1thcmrwqzkbwipeybt07w22gvhcpos,5,2.9,Credit Card,No,2-Day Shipping,18.21%,2021-09-01
bcqatlo760nghbpnuu2mv3gmqv3y8wuc,78b1afa7b9403e734dd8109982e2776a,lh3bulezm21btcfor6omuhwlr6vznpuo,2,3.4,Bank Transfer,No,Standard,24.59%,2021-09-19
nagsjuxeula638divhy6ildfcvlvj1xb,b35e238321719a95e817d30f4e64ae44,mfjf16ha7wbe8reaykf3w67f2udkxsnw,4,4.3,Credit Card,Y,2-Day Shipping,7.75%,2021-09-10
gxtgke5xi36e7onftca6krdxepajzapl,3ccf626f5a074322a78c7a060058153b,sbymgyscnqcdtfog60rm50cfwwqyzbq2,15,3.9,PayPal,No,2-Day Shipping,0.29%,2021-09-17
qhntupisdmfcsafb0ceverircoypg2mt,fd907d4157e67662b805d79e05274e35,ng5mxl8xgbagi2ksmjl6ypxtd0qjh4yq,6,3.3,Bank Transfer,Yes,2-Day Shipping,14.77%,2021-09-09
i0tperuampjl2sii7zbxtes9e1t8q6if,e89d33e895fa3ee791a1a0558bb8abed,zehnl7x4akbixic5rothlbqzk5q0zx1r,5,5.0,Debit Card,No,Express,10.08%,2021-09-01
2kqwjmjaroeqi626iw60trtxdnvuuocz,3baab04011e2c83f75e4ba89de0dc154,ecau34grgmqchv8gisinbfggb1eargfr,9,3.4,Credit Card,No,Free Shipping,15.66%,2021-09-29
yo5ltiwj5uf2mxd8kj3bygyv5xo1gh95,05eba19833beb40c353d5a50290e6d8c,ycfb3epqura6qx5o3eqhlpfoncs9mdzm,6,3.7,PayPal,Y,2-Day Shipping,9.21%,2021-09-05
awywrkqqsrfp0r5kfedu7eelxygzuzzb,2b9ff5fd9ccbcf4f0cd08b7b99ef3a4e,mazmmqkgmkmppnfqksx1gwsgegyrpra9,3,3.0,Cash,No,Standard,9.09%,2021-09-12
76mvebtuims8khpa6i4bhgttppujdbth,0b6d78291693a2fcae1e7b3fc0dfd73d,9hqeryi2puoy4h7ycnfnd9844qa6t6rm,18,4.0,Debit Card,Yes,2-Day Shipping,61.88%,2021-09-01
vk2e2xsqqmuzsjkg835r5jvplukoks9n,508495177665755dfa5e9515ae6aaff2,ldcgxntsvurxsk0akxbfsehbvvtcv7r4,15,2.9,Debit Card,No,Next Day Air,13.15%,2021-09-25
tympyvsqraqsmhos1dg1s4jbfhxhhtwu,f2934f359e0c9835759859b8cea01b65,ro0ughhywm9zpt55efcgrckgelpdgpqv,17,2.6,Venmo,Yes,Free Shipping,3.97%,2021-09-01
wetrv4y6vzezmkvt1zddgnuqvkebpnpk,f057b992ce606e787e4d3357ade4d28c,clrvpq3xkpb3lasbd2kx2hemrg4cvady,6,4.6,Cash,No,Standard,13.56%,2021-09-06
8w57groutq2vn4k6nnogpsaarfllsbzq,61585f1d25091f87a88f8acc846fae6f,t5dvmlzbk22kivfho97uyjoyet95emvc,4,2.5,Cash,,Next Day Air,7.21%,2021-09-30
vyk2vxprsojuiwxsud6442zeb3xtbxk5,447411d3a77a7bd6cfb7af39944d417a,7dfuccivte739nzip173mzydlpryke5f,4,5.0,Bank Transfer,Y,Next Day Air,9.23%,2021-09-28
nk1aytlzofpakweq8hvrsmtrgj8l5n9w,29b2140b891dfb955af3d84f27dd74f9,i1m6ariqftlmjn5i6xvvobk6fczlrrq0,4,3.8,Credit Card,Yes,Next Day Air,0.24%,2021-09-11
02rphtsd6lwbhr8gphapgbdk6gqjasxt,676a467799b972146ba70da05638fd9d,kb1zpezsmqdpym4fyvhnwjwsb8tbpz8j,7,2.9,Bank Transfer,No,Standard,13.54%,2021-09-06
rzpkyc8ygnadbr57rpiop53odiovw6of,9a895f02b4ad0cae5802632c1993eb06,idcfw7rbaegmdvnpflfuskbe6rf4u7p1,9,3.1,Cash,Yes,Store Pickup,10.55%,2021-09-21
e1uhtijpf5e1guucs5cscie1ceg0o2lw,fbda08c2b5ac9f71f04a2f0c77ed2956,9cfz942u8tplgknv2rjxh7uqs4ghbiwi,3,3.7,Cash,No,Free Shipping,1.74%,2021-09-27
2rn85hz27wone4xqvrgmaznhxqni8fnu,8267acff03b0e83e24e48b76aac0b2f5,ae2rbliotnbtub9uliyyamhwbtq4fjae,16,4.0,Cash,Yes,Store Pickup,23.75%,2021-09-04
olssfwy7m7apxkv9sl2ovwbe6r5cru8b,d457e25f18ddce4d9e32b61b729cddf7,jnnugurmzwa0fcdgkqeo5vseepg8j4jd,1,4.4,PayPal,No,Standard,13.62%,2021-09-22
eyvpajf6ev5jstblb7w4iv4jto3igtxz,58081c7be78563f41471c01abf14d047,2jzwtsprjrrktq4jxxrucsptnoo03f03,10,2.8,Credit Card,No,Store Pickup,17.42%,2021-09-30
i3rsijkwhycu1txf85ccgihzdiwuadbn,ccfa46201c0fdcf6a7af02066f487b96,jnivsq5klwoyjjgdfko9jjynjizloexc,13,3.9,Cash,No,Express,10.34%,2021-09-23
kvpzjkbwkgowmvsitvs7mvjps1zcsqtw,2c3b97e01bb59fed4f9d93cf931d162e,q3wgqysnejksapmk3gxqtjjoopjp093o,13,4.5,Credit Card,No,2-Day Shipping,19.24%,2021-09-13
k6hxwzjqlt2rbgovoxvoomkqq4xo2rep,d4dd9fda4185836970bddb4da879cb9a,1qnuwxnkvsgfdfjjsrwj27cywpasfgf1,9,3.1,Venmo,No,2-Day Shipping,7.42%,2021-09-11
2fuqnfjhvdsdzwppefp0qsc2hk6tmq7t,1603668fd25c65096a7c87cffd07d974,1xa1ekbmcy82fvi8meocvnu3kn5ljtoa,2,4.9,PayPal,No,Store Pickup,0.71%,2021-09-24
y1pbviux6arbkukmwkkidijvh5hmwdot,0f947352932c8c8a1b604599fd2aabee,ehdhdauqojavmueup3fub23iecstxczp,5,4.4,Credit Card,No,Express,19.06%,2021-09-24
q9ofmlmyxeo6xwi5weyhqh1ijnocn6y7,be88a4f4c47d3bcfe97d5a146551e3c1,atxfd0zpfvtnfgtcycrgqy2ah6ueep4i,3,2.7,PayPal,Yes,Express,21.29%,2021-09-13
qf4cjffvyhargjj4goluxp9xkmsap0uk,60992805920c904cfa2c098993fe1d4d,edft6hqddbyq17cdugmu3cvsvxs6r5n1,6,4.1,Bank Transfer,No,Free Shipping,18.26%,2021-09-19
4sgrxsaztelpsbffsr68dbsfvhibzqpr,09f2c379b2bf09fffab9927316967312,tacmxidmc8vnllrmm1b900tbmi2hkewg,4,4.2,Credit Card,Yes,Store Pickup,7.19%,2021-09-18
du2eeuewmslevsrhn0n9zcjpgiygblf2,fd907d4157e67662b805d79e05274e35,js60s8ggn1pqeb6octrunvyxnsygh7kh,2,2.9,Credit Card,Yes,2-Day Shipping,14.35%,2021-09-10
u7a7qyt5wg2grroydbeplv9qwiohxtoe,5b5b9ab11e1cf9e2984e79aeb586640c,140hanlc6hgmj47v82pzulxrp7531fyx,4,4.5,PayPal,No,Store Pickup,20.09%,2021-09-02
gumkoij07krw07bymxmsznytd1j4euzy,136c0aff3ab56bd3d138775fe90ef970,928bocircfs5w8yh8gwl9priyr2r1e8f,9,3.1,Venmo,Yes,Next Day Air,14.12%,2021-09-12
8coxeerdfbbojotmgtitgrwiodqalwgi,b1c2b53139312b5f592a74f7a00c9f26,pdictlsmn58cbqnicdm3r0ncaaou6heo,2,3.2,Venmo,No,Store Pickup,5.08%,2021-09-03
th4hwxqujmvszujybuifpz2wc67znbvb,b485dd6a929d383dcd4c6afd5f9f941f,ovpfc5eq4x4eikznx6qraqkqiccbfjtg,4,5.0,PayPal,No,2-Day Shipping,2.5%,2021-09-22
i8ecph6vmpfkpilybcd1wv9j0pcywrvx,cde8ff6a075f3ffa66563f5c64dfc2a1,rwtvd9aekvllhxhwum7fbaw0ydxdleag,10,3.3,Venmo,Yes,Store Pickup,10.67%,2021-09-05
4c80rwy65boe9ttaah6x2g1vurwo92q8,9c61a470a46438930ea7736186b2f95d,dz5skkfei5c2jlqdjp3gkdvms3wmgc06,18,4.2,Credit Card,No,Store Pickup,3.94%,2021-09-14
yk7jnjabe5ym9wjejnkpvu3h5vidkz8g,a36c8f870f439d2aa378742e2691a5d4,ue51vrn9lb5hdcd81kb57okp9g15yfwv,1,2.5,Credit Card,No,,12.43%,2021-09-12
azj2szfabbhnsklgvtw23zyla5orikni,d313cb4b013801e6788c1beb72ec7276,5hibzk8j7hzsxtksqutpuujmnnpcdfmq,6,4.2,PayPal,Yes,Standard,2.38%,2021-09-21
flva177g43hbkbc3on0dqbuvgh1dmc2j,38a5440061cd00c7c215206582a344d0,jrpvikl0dqnp0fbfatqqavnf5hflbixt,6,2.9,Credit Card,No,Express,24.64%,2021-09-25
8f6is6xrudomwng7gi55hqjzxrdkxtlo,9c1dd9347ebfa5e6daa38775eb6e089d,u47dpeevf2bzeikydevz0orykay6ewjz,10,4.0,Bank Transfer,Yes,Next Day Air,16.5%,2021-09-15
oblvocg6dvt6brfltalwobj5uakmia6e,6a6eb50a20ea046eabfeffe9272ad1cf,fclqeb9igoqejmlrjvllmaokzokquuxy,10,4.9,Cash,No,Express,12.74%,2021-09-09
yye8buomhnqugbpgcskwmrceijuvp01c,6a6eb50a20ea046eabfeffe9272ad1cf,ukgksrg4y4eebrn0pcgml6rbc5br4nuu,7,3.5,PayPal,No,Standard,22.01%,2021-09-23
hvewgu8gafccb7fugsfbhzga8njz1twx,31654f439713c0611441056bbbb2c2cd,wjfvxhdytoa5bznn6ttanzk0w6hnf0lh,12,4.4,Debit Card,Yes,Free Shipping,18.02%,2021-09-15
aa6lxo2mvtttpvuwd7hwkkm5juf73i9d,d8402c394d7f64691950e6fc97c8a366,ccbby02l79nemvzidmldigryelzgr6b2,13,4.4,Venmo,No,Standard,16.6%,2021-09-28
jficujsjdd1tneyb5lbieedsprf6mfxg,833fdab8287397a0fa0c19dc6b1e268a,qapingo79kwjhkhr7ualwmmkguqnqmvn,7,4.8,Cash,Yes,Free Shipping,13.41%,2021-09-30
1u6egwletn2uiczp9kfxpmj6cdkjb3p8,04a9d5de6c0540a3db592bcc0899fc2c,lbcwrqrmnqir1plzb13vw7aclxhfkkjz,9,2.8,PayPal,Yes,Express,17.14%,2021-09-26
oiaeisk2xnyuaxl4tsuo9g26mivdmfns,a3439c4eb071410f103cd57cb0ab14ff,kwcb4te7schyuv47rruwyq4zx3y2qami,7,4.7,Cash,Y,Standard,2.57%,2021-09-08
ikwptejyszpl5iwfvhokp0rssdh9bmjr,fb44ea15dcacc649fa90225a8fc0f94c,vpxxykvu70xjby7jzjkadmunw24v5cyg,1,3.6,Venmo,Y,Store Pickup,7.29%,2021-09-09
lvpzpj3ctisbu1jyzvcurigpnn9qxjpp,ed43487e802a3799f5036a19ec2a61aa,bnubmzxza8woks7ijxc1nnuoc3drzx1e,4,3.6,Debit Card,Yes,Standard,11.36%,2021-09-23
2pmh71isqz6xa9dczff0a9wz7ejok6hx,eea52a4dd985459948d54413137df08c,2urjor6vwo8sg1aw8bprm8fxh0bvytnr,8,4.4,Debit Card,No,Free Shipping,3.35%,2021-09-26
dcbgikg4vrz4omgvw7ldja6zf1olvi6y,1146c9d8e0d710d470817e7572bc1395,biutpgarkutf8pzld0jplogfofdgvabr,8,4.6,Cash,No,Store Pickup,15.86%,2021-09-12
9qlg1qcq8qekwieczkgaatn9m8w2qb5f,71c27cac8d8f05102fcb8013303e07cc,q2ls0zd0oqqsxv7aborcfhcuttd8rac9,4,2.7,Debit Card,Y,Standard,11.02%,2021-09-13
qxw40cbdsnobdhyqrr57awtstdinf6qd,d87fb612fa3c7497fa2c1dd130988be7,0tcheipowqtl1kggwupxksuky0pambba,1,2.8,Venmo,Yes,Store Pickup,3.18%,2021-09-13
9kd0bqmeddevjmhoeff9kza7wt7d1eii,f3cc6fed6e969ddf5cdd360ced4609d2,azdhgbt98c4qemokgxv7hhvjvmjnvgty,11,3.9,Bank Transfer,Yes,Next Day Air,15.98%,2021-09-27
r9rmcc3py1gtyjpcvog8wyuduznvls5z,f00a13a31a2e5665c3d2c9bdb366c9b0,emncxtd41xewbduxixhrrijyk0veizu8,10,4.6,PayPal,No,Store Pickup,9.9%,2021-09-30
oicjiyvkyvkt2zsexugk04fr1obewaqn,b7e9684697305f6058c87b5ed6a48775,vo4ojcbbtntupzkugbvd3phn4lofswn8,3,4.5,Venmo,Yes,Standard,6.33%,2021-09-16
0txfyjhtawthlblmltei29ko3gwtdkco,19159718f3c02c87abc1774caba73a0f,lw1rx6pylbnhh0n0dlw9xvlbfbeu85xx,9,3.8,PayPal,Yes,Free Shipping,12.79%,2021-09-27
58qay8svhxtddjp6kruuh18rothmw18q,1616d3adb42ea808981e4248ac6826a4,g5qgqq6uozttuwfyomi9aoklcixwrg1f,4,3.7,Venmo,No,Free Shipping,24.05%,2021-09-24
ohkv1suudjcai0tecoesqayuvnkk5b4d,db0f489c6ae9624352e045daef21ae9d,rjmyf2rytumpvrqt68ffy3uutj2m7qhm,18,3.4,PayPal,No,2-Day Shipping,16.04%,2021-09-19
ptkfkkaafw6kjmny0q8a6ndvxtvrdcrx,a83bb4f3737d7c1056a90585012eb4ef,yvofjcqpvw2eliad7h1xb7uhkie8s3m6,3,4.2,Bank Transfer,No,Free Shipping,7.73%,2021-09-29
srroqbnqyexjsccwuhsla6l6fawdehqj,7710800581d38a08a48dcdca43ee3b7c,vjkzaynfhf5kea9hldgvae5hffrpvpt6,6,4.7,Venmo,Yes,2-Day Shipping,0.98%,2021-09-24
kqbahkfwioqa3l9k8hk51gxh2r8dps0f,e17a9ce6bc58b06ac6ec29f3011d0ea2,9pdfpvsck5iwzdu1lrvoib2wggmqihnt,2,4.3,PayPal,Yes,,0.22%,2021-09-13
lwhiykihjuslhissb2xwni6opqwxtw6c,5057e6dc8931bf1f66efc63e4ada431f,a0p4739qkyptoa8zrtf2secui9dx97ws,1,3.4,Bank Transfer,Yes,,7.5%,2021-09-23
zn3gpuxcwndzq3wvymaddhrmrkv48nx6,149450eb5f4f1b06eb5b2ecd026cd277,bsntxhxmafpszlqha7ktooh7lo8dzcb0,10,4.6,Venmo,Yes,Express,82.62%,2021-09-05
npxunqvgke89zk05yvjrnbxqbiudrsqv,f6cf9f0e5caa4e2ee6ab74aa2da0f3be,kuglt2vgvn0gwip0dktjrt9aswpw94uu,13,4.5,PayPal,No,Store Pickup,21.02%,2021-09-09
al8a9jc1ttqxpugnmuab1dqu8xtjbkxo,74793917046a36f292036ccd256993cc,2fnvlyafn2nrjibidbd6hvcbbtasqavc,7,3.0,Venmo,Yes,Free Shipping,18.96%,2021-09-21
00qyi6kqrnsybmglxzcvipgjmq9uvyfi,984db200a9d8bf0737ff169ac82953ed,rpsm8uksasef9ypvvqxpkimavzpidymp,4,4.2,Bank Transfer,,Next Day Air,14.84%,2021-09-01
7i4hrfnzynltokeqmmd3tfke3z3naecq,cf9b0e36a3d080a9b34cab219052423f,5ucjur58zrs1awthghx3nh5d4yiky5xf,3,3.1,PayPal,Y,Store Pickup,11.57%,2021-09-28
kp3sbuzsvhjsmzexp23sultasavhxox3,2fad8b7fef6553a6e24f08f21191441e,up41dncbk6dn3klelmcr853n0grg1mfr,7,4.4,PayPal,,2-Day Shipping,4.84%,2021-09-18
fwjx0qkpvrczyq810mbkzprkcbypx4qs,09ac78291910b4cce907ad2a919a04ed,utwfds7eyqbmygrdu3gshddr7ye721as,9,3.0,Venmo,No,Express,8.0%,2021-09-25
sp8xtnfkeqtgifjzbuzpknn51o6kwd8r,ff09ac00a2685c1e2b63e4587aac45d2,d31qaep8zhvrtzrzo4ihiomspkcwuxwg,4,4.9,Credit Card,Yes,2-Day Shipping,10.01%,2021-09-07
qk8jubwefkz4vzxywfburmlpod0bztjm,2b37e71fe58940da0febf07216907d2a,pnu1eu6tjpuuqnysna9v3o1nk6yyco5g,4,4.2,Credit Card,Yes,Next Day Air,8.99%,2021-09-13
ajwtioldlazmgj2aajdryrrysyqabhtz,a1875688de17700ee00f57805bf8d20f,kelefr2eke9esm6ga7clwcc3bzf2bwel,10,3.2,Credit Card,No,Next Day Air,8.79%,2021-09-10
hvyyxgsbqu7de7iqwozp54gxxdwmvaxj,39c34587d05af462fba4a2132b0746c2,rapf9qwy8lwidbcwid9o7fn3zwqlgc5q,3,3.0,Cash,Yes,Standard,3.91%,2021-09-19
7rnyissc0en2srrvvaliuoj07dfdtiaw,3998c3d48d830b7c687e27df2576c642,9a9erggdks5r6ufliuruq6cuo0ppjpdc,7,4.8,Credit Card,No,Next Day Air,24.43%,2021-09-10
zbrosbderc3sojr283tfzkoadbacgo3f,adf1d2180ce2cbe7060800186a6f1202,alkbzdhtilo3jfduyfchn1ti1b5rm2wq,1,3.0,Venmo,,2-Day Shipping,16.24%,2021-09-12
2clpck9kryzanltqybt8mgxk1bthxxjk,f3987bfd666bb21b3825fc893340e74b,15ubl3ntrv629f1qmwrpbmagcquk81dh,10,3.6,Bank Transfer,No,Express,13.61%,2021-09-16
sdxaf46unu2a2t8pnitm8d6dgql0ivbx,f7b31f855e1294562f938bcf56e0389d,g3lni3mz6jgtbymigwpyf5uzu1i4v7dg,12,5.0,Cash,Yes,Next Day Air,13.5%,2021-09-06
zsjnqugmbkh9iyvn58csd9jy0tdchwes,74c2941c96f63a4b46e22ccea1c68789,gxzmfknrz8d6zrkgauozekwu1qfitf2t,6,2.7,Cash,Yes,Free Shipping,15.33%,2021-09-12
2ymc66sri93wxskjduve0wyeg91uifnv,dd3bf01249131ab014aa3b6bdf3309a8,pcvbcysbuex5xcigb5nwxn4yt0oagccu,18,4.4,Debit Card,No,Standard,4.45%,2021-09-19
dpa4xaklmkcpxylt9vrpqjsb7t7qsut3,dae7e12ead273d4c1f8dcdac8eac747a,f4h4k7dstdd3edmi7gz4aw3atjwxdzan,3,2.8,PayPal,Yes,Express,15.48%,2021-09-05
y0eercjryhhg538zjgpmynnyygq7z3s8,5655dc18f3913a14f6dcc8af4a9d17f1,kkc4kckqjvmmq8gojiioo4hqohibmjq5,2,3.2,Bank Transfer,Yes,Store Pickup,4.55%,2021-09-22
qh16oddamgel4fm9gz7neqi02qsrhuwp,6d2cce1729fb72fff6ee2373a90d6b5e,rin5rjb1kugrqcrakcexjidbwbpjz7we,9,2.7,Debit Card,Yes,Free Shipping,8.08%,2021-09-05
nicungbg2pcnl9o6dusqeggsi4ht3g1y,19d0dd24d641e2ba23bd6c0901b45baa,hwe8pb0bauc83vowhevwqiwabij1hlvv,5,4.0,Bank Transfer,,Express,16.14%,2021-09-20
xowv11fefcwsq0i857hyzxymmrnhyevc,97cd1a0636f74a5e2af0b7ae6d0b3dc5,sryhmwlhb6e0epybtdlpi9vjrdhozaby,4,4.9,PayPal,Y,2-Day Shipping,13.85%,2021-09-26
0gym8nyoy8p4rg9syadt2fg4jgr8s4bm,19893fa1851f8e6e7be44f56e5297562,kwudsyndtydz2iadmokvgxrtavlifsrh,2,3.7,Debit Card,Yes,Standard,7.74%,2021-09-10
1tn6jsdrqc0rhmrj6mkulddpa2sxd0mi,eb55223c34b2f7e44f58371bf7360d85,luk2glqbojizf9hhxy0fh4twe87rqa6w,14,2.6,Credit Card,Y,2-Day Shipping,16.51%,2021-09-19
pfbcyruvffdy2b54klipjj6orq5y3rm0,ef87739602481c534124ff7c1cc6b999,uf6vmw5ixlitdmgwfoq9xvmxnbkq9yxw,8,4.7,Debit Card,No,Store Pickup,21.37%,2021-09-17
